Name,Size, Dashboard Code,Include/Exclude,Segment Category,Segment Frequency,Segment Time Period,Segment Name,Segment Description
Food & Drink - Inspiring recipes fans (R & 90 Days),2325585,Permutive is 122786,Include,Food & Drink,Regular,90 Days,Inspiring recipes fans recipe fans,"We define these users as those who regularly browse challenging, creative and inspiring recipes across our food websites"
Food & Drink - Italian (R & All time),1475232,Permutive is 7768,Include,Food & Drink,Regular,All Time,Italian food fans,We define these users as those who regularly browse Italian recipes
"Food & Drink - Jamie Oliver, Rick Stein, Kay and Kate Allinson Fans (O & All Time)",205437,Permutive is 117581,Include,Food & Drink,Occasional,All Time,"Jamie Oliver, Rick Stein, Kay and Kate Allinson  content fans","We define these users as those who occasionally browse Jamie Oliver, Rick Stein and/or Kate Allison-related content across our websites"
Food & Drink - Japanese (O & All time),882219,Permutive is 8514,Include,Food & Drink,Occasional,All Time,Japanese food fans,We define these users as those who regularly browse Japanese recipes
Food & Drink - Low Calories (O & All time),660331,Permutive is 6971,Include,Food & Drink,Occasional,All Time,Low Calories recipe fans,We define these users as those who regularly browse Low Calorie recipes
Food & Drink - Low Carb (R & All Time),434976,Permutive is 22096,Include,Food & Drink,Regular,All Time,Low Carb recipe fans,We define these users as those who regularly browse Low Carb recipes
Food & Drink - Low Fat (R & All time),399520,Permutive is 19666,Include,Food & Drink,Regular,All Time,Low Fat recipe fans,We define these users as those who regularly browse Low Fat recipes
Food & Drink - Mayonnaise (O & 90 days),342927,Permutive is 139775,Include,Food & Drink,Occasional,90 Days,Mayonnaise recipe fans,We define these users as those who occasionally browse mayonnaise recipes or recipes containing mayonnaise across our food websites
Food & Drink - Meat Lovers (F & 90 days).,1578388,Permutive is 38052,Include,Food & Drink,Frequent,90 Days,Meat Lovers Meat lovers,We define these users as those who regularly browse  recipes containing meat
Food & Drink - Milk Alternatives (O & All Time),2617951,Permutive is 30074,Include,Food & Drink,Occasional,All Time,Milk Alternatives fans,We define these users as those who regularly browse Recipes with milk alternatives 
Food & Drink - Mixed Spice (R & All time),592524,Permutive is 7601,Include,Food & Drink,Regular,All Time,Mixed Spice fans,We define these users as those who regularly browse Recipes with Mixed Spice 
Food & Drink - More Effort Skill Level (R & All time),331302,Permutive is 6905,Include,Food & Drink,Regular,All Time,More Effort Skill Level recipe fans,We define these users as those who regularly browse More Effort Skill Level recipes
Food & Drink - Morning Food Planners (O & All time),4188,Permutive is 11072,Include,Food & Drink,Occasional,All Time,Morning food planners,We define these users as those who look at breakfast recipes
Food & Drink - Mother's Day Recipes (O & All time),2046945,Permutive is 6999,Include,Food & Drink,Occasional,All Time,Mother's Day Recipes recipe fans,We define these users as those who regularly browse Mother's day recipes
Food & Drink - Non-alcoholic Drink Fans (R & All Time),25341,Permutive is 22058,Include,Food & Drink,Regular,All Time,Non-alcoholic Drink  recipe fans,We define these users as those who regularly browse Non-alcoholic Drink recipes
Food & Drink - Oats (O & All time),494902,Permutive is 7643,Include,Food & Drink,Occasional,All Time,Oats recipe fans,We define these users as those who regularly browse Oats recipes
Food & Drink - Occasional Easy skill level bakers (O & 6 months),263095,Permutive is 25205,Include,Food & Drink,Occasional,6 Months,Occasional Easy skill level bakers bakers,We define these users as those who regularly browse Easy skill level baking recipes
Food & Drink - Olive Fans (O & All time),5143316,Permutive is 6439,Include,Food & Drink,Occasional,All Time,Olive  users,We define these users as those who regularly browse Olive content
"Food & Drink - Omega 3, 6, 9 (O & 90 days)",1113331,Permutive is 136261,Include,Food & Drink,Occasional,90 Days,"Omega 3, 6, 9 recipe fans","We define these users as those who occasionally browse Omega 3, Omega 6 and Omega 9 recipes across our food websites"
Food & Drink - Pancake (O & All time),8819647,Permutive is 8418,Include,Food & Drink,Occasional,All Time,Pancake recipe fans,We define these users as those who regularly browse Pancake recipes
Food & Drink - Parent Foodies (O & All time),637027,Permutive is 8307,Include,Food & Drink,Occasional,All Time,Parent Foodies Parent foodies,We define these users as those who regularly browse  our food brands and MadeForMums
Food & Drink - Pasta (R & All time),2441614,Permutive is 7781,Include,Food & Drink,Regular,All Time,Pasta recipe fans,We define these users as those who regularly browse Pasta recipes
Food & Drink - Picnic (O & All time),420172,Permutive is 6972,Include,Food & Drink,Occasional,All Time,Picnic recipe fans,We define these users as those who regularly browse Picnic recipes
Food & Drink - Pies (O & All time),6465450,Permutive is 7651,Include,Food & Drink,Occasional,All Time,Pies recipe fans,We define these users as those who regularly browse Pie recipes
Food & Drink - Polish (O & All time),63102,Permutive is 10449,Include,Food & Drink,Occasional,All Time,Polish food fans,We define these users as those who regularly browse Polish recipes
Food & Drink - Recipe Enthusiasts (F & All time),10909014,Permutive is 6900,Include,Food & Drink,Frequent,All Time,Recipe Enthusiasts Recipe enthusiasts,We define these users as those who regularly browse  recipes
Food & Drink - Recipes containing Stock/Broth (R & 90 days),2655591,Permutive is 124267,Include,Food & Drink,Regular,90 Days,Recipes containing Stock/Broth recipe fans,"We define these users as those who regularly browse Sotck or Broth recipes, or recipes containing Stock or Broth across our food websites"
Food & Drink - Regular Challenging skill level bakers (R & 1 month),3749,Permutive is 25206,Include,Food & Drink,Regular,1 Month,Regular Challenging skill level bakers bakers,We define these users as those who regularly browse Challenging skill level baking recipes
Food & Drink - Rice (R & All time),1612713,Permutive is 14396,Include,Food & Drink,Regular,All Time,Rice recipe fans,We define these users as those who regularly browse Rice recipes
Food & Drink - School Lunches (O & All time),154139,Permutive is 8406,Include,Food & Drink,Occasional,All Time,School Lunches recipe fans,We define these users as those who regularly browse School Lunch recipes
Food & Drink - Seafood (O & All Time),0,Permutive is 33330,Include,Food & Drink,Occasional,All Time,Seafood recipe fans,We define these users as those who regularly browse Seafood recipes
Food & Drink - Serves 6+ (R & All time),25037088,Permutive is 6906,Include,Food & Drink,Regular,All Time,Serves 6+ recipe fans,We define these users as those who regularly browse Serves 6+ recipes
Food & Drink - Slimming,906240,Permutive is 20952,Include,Food & Drink,Regular,Unspecified,Slimming recipe fans,We define these users as those who regularly browse Slimming recipes
Food & Drink - Smoothie (O & All time),590808,Permutive is 8594,Include,Food & Drink,Occasional,All Time,Smoothie recipe fans,We define these users as those who regularly browse Smoothie recipes
Food & Drink - Snackers (O & All time),14708951,Permutive is 6666,Include,Food & Drink,Occasional,All Time,Snackers Snackers,We define these users as those who regularly browse  snack recipes
Food & Drink - Soup - (O & all Time),3713303,Permutive is 20847,Include,Food & Drink,Occasional,All Time,Soup - recipe fans,We define these users as those who regularly browse Soup recipes
Food & Drink - Sour Dough - (O & all Time),252627,Permutive is 18308,Include,Food & Drink,Occasional,All Time,Sour Dough - recipe fans,We define these users as those who regularly browse Sour Dough recipes
Food & Drink - Spring Meal Planners (R & All time),770568,Permutive is 7567,Include,Food & Drink,Regular,All Time,Spring Meal Planners meal planners,We define these users as those who regularly browse Spring themed recipes
Food & Drink - Summer Family Recipes (R & All time),348271,Permutive is 8472,Include,Food & Drink,Regular,All Time,Summer Family Recipes meal planners,We define these users as those who regularly browse Family summer themed recipes
Food & Drink - Summer Meal Planners (R & All time),1251686,Permutive is 7568,Include,Food & Drink,Regular,All Time,Summer Meal Planners meal planners,We define these users as those who regularly browse Summer themed recipes
Food & Drink - Superfoods (O & All time),25934,Permutive is 7427,Include,Food & Drink,Occasional,All Time,Superfoods recipe fans,We define these users as those who regularly browse Superfood recipes
Food & Drink - Sustainable (O & All time),51616,Permutive is 7602,Include,Food & Drink,Occasional,All Time,Sustainable recipe fans,We define these users as those who regularly browse Sustainable recipes
Food & Drink - Tea (O & 90 days),12060028,Permutive is 136241,Include,Food & Drink,Occasional,90 Days,Tea recipe fans,We define these users as those who occasionally browse for recipes containing tea across our food websites
Food & Drink - Thai (R & All time),1752995,Permutive is 8512,Include,Food & Drink,Regular,All Time,Thai food fans,We define these users as those who regularly browse Thai recipes
Food & Drink - Time Poor Cooks (F & 90 days),3221963,Permutive is 43420,Include,Food & Drink,Frequent,90 Days,Time Poor Cooks Time poor cooks,We define these users as those who regularly browse  quick and easy recipes
Food & Drink - Tinned Tomatoes (R & All time),2661895,Permutive is 7783,Include,Food & Drink,Regular,All Time,Tinned Tomatoes fans,We define these users as those who regularly browse Recipes with tinned tomatoes 
"Food & Drink - Tofu (F & All Time) [Lookalike: 64.9% similarity, including seed]",1895576,Permutive is 81186,Include,Food & Drink,Frequent,All Time,Tofu recipe fans,We define these users as those who regularly browse Tofurecipes
Food & Drink - Tofu (O & All time),2529,Permutive is 18719,Include,Food & Drink,Occasional,All Time,Tofu recipe fans,We define these users as those who regularly browse Tofu recipes
Food & Drink - Travel (R & All Time),3016124,Permutive is 69805,Include,Food & Drink,Regular,All Time,Travel content fans,We define these users as those who regularly browse Food travel content
Food & Drink - Treats (O & All time),19968495,Permutive is 7507,Include,Food & Drink,Occasional,All Time,Treats recipe fans,We define these users as those who regularly browse Treat recipes
Food & Drink - Tropical (R & All time),696343,Permutive is 117052,Include,Food & Drink,Regular,All Time,Tropical recipe fans,We define these users as those who regularly browse recipes from tropical countries across our food websites
"Food & Drink - Tropical Recipes Fans (R & All time) [Lookalike: 80.9% similarity, including seed]",2266824,Permutive is 117165,Include,Food & Drink,Regular,All Time,Tropical Recipes  recipe fans,We define these users as those who regularly browse recipes from tropical countries across our food websites
Food & Drink - Under 20 Minutes (R & All time),38918,Permutive is 19712,Include,Food & Drink,Regular,All Time,Under 20 Minutes recipe fans,We define these users as those who regularly browse Under 20 Minutes recipes
Food & Drink - Valentines (R & All time),472668,Permutive is 12349,Include,Food & Drink,Regular,All Time,Valentines recipe fans,We define these users as those who regularly browse Valentines day recipes
Food & Drink - Vegan (O & All time),2788254,Permutive is 7571,Include,Food & Drink,Occasional,All Time,Vegan recipe fans,We define these users as those who regularly browse Vegan recipes
Food & Drink - Vegetarian (O & All time),3659007,Permutive is 7570,Include,Food & Drink,Occasional,All Time,Vegetarian recipe fans,We define these users as those who regularly browse Vegetarian recipes
Food & Drink - Vietnamese (O & All time),383462,Permutive is 8513,Include,Food & Drink,Occasional,All Time,Vietnamese food fans,We define these users as those who regularly browse Vietnamese recipes
Food & Drink - Vitamins (R & 30 days),15151,Permutive is 136050,Include,Food & Drink,Regular,30 Days,Vitamins recipe fans,We define these users as those who regularly browse for vitamin-rich recipes across our food websites
Food & Drink - Weekly Meal Planners (F & All time),3249167,Permutive is 14397,Include,Food & Drink,Frequent,All Time,Weekly Meal Planners Weekly meal planners,We define these users as those who regularly browse  recipes every week
Food & Drink - Whisky (O & All time),311266,Permutive is 6902,Include,Food & Drink,Occasional,All Time,Whisky fans,We define these users as those who regularly browse Drink recipes with Whisky 
Food shoppers - £120+,1529862,AP_x is 15484,Include,Food & Drink,Survey,Survey,Food shoppers - £120+,We define these users as those who spend more than £120 on groceries per week
Food shoppers - £25-50,3363014,AP_x is 15481,Include,Food & Drink,Survey,Survey,Food shoppers - £25-50,We define these users as those who spend £25-50 on groceries per week
Food shoppers - £51-70,2264268,AP_x is 15482,Include,Food & Drink,Survey,Survey,Food shoppers - £51-70,We define these users as those who tend to spend around £51-£70 per week on their groceries
Food shoppers - £71-120,4205821,AP_x is 15483,Include,Food & Drink,Survey,Survey,Food shoppers - £71-120,We define these users as those who spend £71-120 on groceries per week
Food shoppers - Less than £25,896616,AP_x is 15480,Include,Food & Drink,Survey,Survey,Food shoppers - Less than £25,We define these users as those who spend less than £25 on groceries per week
Football fans 1P,1238553,Permutive is 27605,Include,Sports,Occasional,Unspecified,Football content fans,We define these users as those who occasionally browse Football content
Ford fans,1541252,AP_x is 15520,Include,Auto,Survey,Survey,Ford fans,We define these users as those who likely associate Ford with being one of the most reliable car brands
Freeview viewers,5055330,AP_x is 14321,Include,Arts & Entertainment,Survey,Survey,Freeview viewers,We define these users as those who are likely to be freeview customers
Frequent holiday goers - 5+ per year,683948,AP_x is 15799,Include,Holiday intenders,Survey,Survey,Frequent holiday goers - 5+ per year,We define these users as those who are like to go on holiday 5+ times per year
Frequent takeaway purchasers,2561054,AP_x is 15960,Include,Food & Drink,Survey,Survey,Frequent takeaway purchasers,We define these users as those who are likely to frequently get takeaways
Full time students,3684512,AP_f is 1512,Include,Demographics - employment,Survey,Survey,Full time students,We define these users as those who are full time students
Furniture purchase intenders,2605812,AP_x is 15461,Include,Home,Survey,Survey,Furniture purchase intenders,We define these users as those who are likely to be purchasing new furniture soon
Gaming - Casual Games Fans (R & All Time),217798,Permutive is 121775,Include,Gaming,Regular,All Time,Casual Games  content fans,We define these users as those who regularly browse casual games content across our websites
"Gaming - Nintendo Switch Fans (R & All Time) [Lookalike: 88.4% similarity, including seed]",612177,Permutive is 121875,Include,Gaming,Regular,All Time,Nintendo Switch  content fans,We define these users as those who regularly browse Nintendo Switch-related content across our websites
"Gaming - Sims Franchise Fans (R & All Time) [Lookalike: 81.7% similarity, including seed]",6474920,Permutive is 121991,Include,Gaming,Regular,All Time,Sims Franchise content fans,We define these users as those who regularly browse Sims videogame franchise content across our websites
"Gaming - Simulators Fans (R & All Time) [Lookalike: 84.9% similarity, including seed]",670670,Permutive is 121992,Include,Gaming,Regular,All Time,Simulators  content fans,We define these users as those who regularly browse simulation games content across our websites
Garden renovation intenders,5922295,AP_x is 15393,Include,Home Renovation,Survey,Survey,Garden renovation intenders,We define these users as those who are likely to be renovating their garden soon
Gardening - Flower lovers (R & All Time),453028,Permutive is 26095,Include,Gardening,Regular,All Time,Flower lovers lovers,We define these users as those who regularly browse Flower content
Gardening - Garden Owners (O & 7 days),0,Permutive is 64124,Include,Gardening,Occasional,7 Days,Garden Owners content fans,We define these users as those who regularly browse Garden Owners content
Gardening - Gardeners World Fans (O & All time),5471491,Permutive is 6395,Include,Gardening,Occasional,All Time,Gardeners World  users,We define these users as those who regularly browse Gardeners World content
Gardening - Gardening enthusiasts (R & All Time),2575880,Permutive is 23496,Include,Gardening,Regular,All Time,Gardening enthusiasts enthusiasts,We define these users as those who regularly browse Gardening content
Gardening - Gardening for beginners (R & All Time),0,Permutive is 60843,Include,Gardening,Regular,All Time,Gardening for beginners content fans,We define these users as those who regularly browse Gardening for beginners content
Gardening - How to (R & All time),1203237,Permutive is 8140,Include,Gardening,Regular,All Time,How to content fans,We define these users as those who regularly browse How to content
Gardening - How to maintain the garden (O & All time),202092,Permutive is 8141,Include,Gardening,Occasional,All Time,How to maintain the garden content fans,We define these users as those who regularly browse How to maintain the garden content
Gardening - Plant guide (R & All time),139164,Permutive is 60845,Include,Gardening,Regular,All Time,Plant guide content fans,We define these users as those who regularly browse Plant guide content
GF - Waste conscious,185733,Permutive is 21839,Include,Food & Drink,Occasional,Unspecified,Waste Concious Foodies,We define these users as those who regularly browse Waste conscious recipes
Golf 1P (O & All Time),262335,Permutive is 27600,Include,Sports,Occasional,All Time,Golf content fans,We define these users as those who regularly browse Golf content
Google play music subscribers,274041,AP_x is 15431,Include,Arts & Entertainment,Survey,Survey,Google play music subscribers,We define these users as those who are likely to be Google Play music subscribers
Hatchback owners,1199340,AP_x is 15469,Include,Auto,Survey,Survey,Hatchback owners,We define these users as those who likely own a hatchback
Healthcare Professionals ,1050590,ap_x is 17197,Include,Demographics - employment,Survey,Survey,Healthcare Professionals ,We define these users as those who work in the healthcare sector
Help For Heroes Contributors ,613117, ap_x is 17314,Include,NGO Contributors,Survey,Survey,Help For Heroes Contributors ,"We define these users as those who contributed to ""Help For Heroes"" NGO"
High end haircare product users,941964,AP_x is 15883,Include,Beauty,Survey,Survey,High end haircare product users,We define these users as those who tend to chose high end tier products for their haircare regime
High household income,94171,AP_c is 1206,Include,Demographics - Income,Survey,Survey,High household income,We define these users as those who have a high household income
HIIT workout enthusiasts,1359971,AP_x is 16629,Include,Sports,Survey,Survey,HIIT workout enthusiasts,We define these users as those who are likely to regularly do HIIT workouts
History Extra - Medieval,5155,Permutive is 17015,Include,Interest,Occasional,Unspecified,Medieval content fans,We define these users as those who regularly browse Medieval content
History Extra - Second World War,4349,Permutive is 17017,Include,Interest,Occasional,Unspecified,Second World War content fans,We define these users as those who regularly browse Second World War content
History Extra - Tudors,5478,Permutive is 15833,Include,Interest,Occasional,Unspecified,Tudor Period content fans,We define these users as those who regularly browse Tudors content
History Extra - Victorian,5087,Permutive is 17016,Include,Interest,Occasional,Unspecified,Victorian period content fans,We define these users as those who regularly browse Victorian content
History film fans,2224770,AP_x is 15879,Include,Arts & Entertainment,Survey,Survey,History film fans,We define these users as those who enjoy watching Historic genre films
Holiday purchase intenders,3887176,AP_x is 15458,Include,Holiday intenders,Survey,Survey,Holiday purchase intenders,We define these users as those who are likely to purchase a holiday soon
Holiday purchase intenders - £1-4k,4280055,AP_x is 15465,Include,Holiday intenders,Survey,Survey,Holiday purchase intenders - £1-4k,We define these users as those who tend to spend around £1-£4k on their average family holidays
Holiday purchase intenders - £4-8k,1608422,AP_x is 15466,Include,Holiday intenders,Survey,Survey,Holiday purchase intenders - £4-8k,We define these users as those who tend to spend around £4k-£8k on their average family holidays
Holiday purchase intenders - £500-1000,870669,AP_x is 15464,Include,Holiday intenders,Survey,Survey,Holiday purchase intenders - £500-1000,We define these users as those who tend to spend around £501-£999 on their average family holidays
Holiday purchase intenders - £8k+,413490,AP_x is 15467,Include,Holiday intenders,Survey,Survey,Holiday purchase intenders - £8k+,We define these users as those who tend to spend over £8k on their average family holidays
Holiday purchase intenders - Less than £500,1296926,AP_x is 15463,Include,Holiday intenders,Survey,Survey,Holiday purchase intenders - Less than £500,We define these users as those who tend to spend under £500 on their family holidays
Holidays - Looking Forward Nature ,2501252,ap_x is 17312,Include,Travel,Survey,Survey,Holidays - Looking Forward Nature ,We define these users as those who look forward nature-related activities when going on holidays
Home cleaning enthusiasts,6583083,AP_x is 16971,Include,Home,Survey,Survey,Home cleaning enthusiasts,We define these users as those who likely place a high degree of importance on maintaining a clean home
Home insurance switchers,3868762,AP_x is 16920,Include,Home,Survey,Survey,Home insurance switchers,We define these users as those who are likely to consider switching home insurance providers
Home owners,7397448,AP_x is 15850,Include,Home,Survey,Survey,Home owners,We define these users as those who are likely to be home owners
Home renters,1197871,AP_x is 15863,Include,Home,Survey,Survey,Home renters,We define these users as those who are likely to be renters
Home storage enthusiasts,7467061,AP_x is 16970,Include,Home,Survey,Survey,Home storage enthusiasts,We define these users as those who place high importance on being organised and having a precise storage system for things at home
Home/garden renovators - 1+ per week,171691,AP_x is 15454,Include,Gardening,Survey,Survey,Home/garden renovators - 1+ per week,We define these users as those who likely spend money renovating their home and/or garden more than once a week
Home/garden renovators - 1-2x per month,845310,AP_x is 15456,Include,Gardening,Survey,Survey,Home/garden renovators - 1-2x per month,We define these users as those who likely spend money renovating their home and/or garden 1-2 times per month
Home/garden renovators - once a week,357350,AP_x is 15455,Include,Gardening,Survey,Survey,Home/garden renovators - once a week,We define these users as those who likely spend money renovating their home and/or garden around once a week
Homemakers,2643812,AP_f is 1509,Include,Demographics - employment,Survey,Survey,Homemakers,We define these users as those who are homemakers
Honda fans,437142,AP_x is 15522,Include,Auto,Survey,Survey,Honda fans,We define these users as those who likely associate Honda with being one of the most reliable car brands
Horror film fans,275395,AP_x is 15874,Include,Arts & Entertainment,Survey,Survey,Horror film fans,We define these users as those who are likely to enjoy horror movies
Hot chocolate drinkers,723520,AP_x is 15717,Include,Food & Drink,Survey,Survey,Hot chocolate drinkers,We define these users as those whosehot drink preference is likely to be hot chocolate
Hot hatch owners,1640478,AP_x is 15477,Include,Auto,Survey,Survey,Hot hatch owners,We define these users as those who own a hot hatch car
Household Grocery Main Purchasers,158081,ap_k is 2032,Include,Intenders,Survey,Survey,Household Grocery Main Purchasers,We define these users as those who are their own household main purchasers
Household size: 1,5415480,AP_e is 1600,Include,Demographics - household size,Survey,Survey,Household size: 1,We define these users as those who have only 1 person in the household
Household size: 2,5095008,AP_e is 1604,Include,Demographics - household size,Survey,Survey,Household size: 2,We define these users as those who have 2 people in the household
Household size: 3,205690,AP_e is 1606,Include,Demographics - household size,Survey,Survey,Household size: 3,We define these users as those who have 3 people in the household
Household size: 4,2918703,AP_e is 1611,Include,Demographics - household size,Survey,Survey,Household size: 4,We define these users as those who have 4 people in the household
Household size: 5+,3961872,AP_e is 1615,Include,Demographics - household size,Survey,Survey,Household size: 5+,We define these users as those who have 5 or more people in the household
Iceland shoppers,198638,AP_x is 14227,Include,Food & Drink,Survey,Survey,Iceland shoppers,We define these users as those who are likely to primarily shop at Iceland
Immediate - Food & Drink - Korean (F & 90days),129457,Permutive is 20682,Include,Food & Drink,Frequent,90Days,Food & Drink - Korean food fans,We define these users as those who regularly browse Korean recipes
Indoor cycling enthusiasts,279971, AP_x is 16632,Include,Sports,Survey,Survey,Indoor cycling enthusiasts,We define these users as those who enjoy indoor cycling as an activity to keep fit
In-store food shoppers,4337357,AP_x is 15964,Include,Food & Drink,Survey,Survey,In-store food shoppers,We define these users as those who are likely to do most of their grocery shopping in-store
Interest - Countryfile (O & All time),504239,Permutive is 15801,Include,Interest,Occasional,All Time,Countryfile users,We define these users as those who regularly browse Countryfile content
Interest - Food TV Fans (R & All Time),663002,Permutive is 121751,Include,Interest,Regular,All Time,Food TV  content fans,We define these users as those who regularly browse Food TV Shows content across our websites
Interest - Gaming (R & All Time),2598477,Permutive is 69724,Include,Interest,Regular,All Time,Gaming content fans,We define these users as those who regularly browse Gaming content
Interest - History extra (R & All time),232406,Permutive is 8048,Include,Interest,Regular,All Time,History extra users,We define these users as those who regularly browse History Extra content
Interest - History Extra Super fans 6+ (F & All time),44724,Permutive is 8047,Include,Interest,Frequent,All Time,History Extra Super fans 6+ users,We define these users as those who regularly browse History Extra content
Interest - History Podcasts (O & All time),52,Permutive is 12824,Include,Interest,Occasional,All Time,History Podcasts fans,We define these users as those who regularly browse History Podcasts content
Interest - Home Improvers (R & All time),1471580,Permutive is 120685,Include,Interest,Regular,All Time,Home Improvers content fans,"We define these users as those who regularly browse home renovation, decoration and smart homes content across our websites"
Interest - Nature (O & All time),5550288,Permutive is 6620,Include,Interest,Occasional,All Time,Nature enthusiasts,We define these users as those who regularly browse Nature content
"Interest - Premium Tech (R & All Time) [Lookalike: 93.0% similarity, including seed]",286371,Permutive is 129855,Include,Interest,Regular,All Time,Premium Tech content fans,We define these users as those who regularly browse premium tech content across our websites
"Interest - Samsung Products (R & All Time) [Lookalike: 90.2% similarity, including seed]",389380,Permutive is 131613,Include,Interest,Regular,All Time,Samsung Products content fans,We define these users as those who regularly browse content related to Samsung Products across our websites
Interest - Science Fans (O & All time),295574,Permutive is 12744,Include,Interest,Occasional,All Time,Science  content fans,We define these users as those who regularly browse Science content
Interest - Science Focus (O & All time),179520,Permutive is 32852,Include,Interest,Occasional,All Time,Science Focus users,We define these users as those who regularly browse Science Focus content
Interest - Sustainability (F & 90 days),564305,Permutive is 134841,Include,Interest,Frequent,90 Days,Sustainability content fans,We define these users as those who frequently browse sustainability-related content across our websites
Interest - Tech (R & All time),2851529,Permutive is 7433,Include,Interest,Regular,All Time,Tech enthusiasts,We define these users as those who regularly browse Tech content
"Interest - Virtual Reality (R & All Time) [Lookalike: 84.3% similarity, including seed]",416669,Permutive is 122815,Include,Interest,Regular,All Time,Virtual Reality content fans,We define these users as those who regularly browse virtual reality content across our websites
Interest - Watches (R & All time),26971,Permutive is 105245,Include,Interest,Regular,All Time,Watches reviewers,We define these users as those who regularly browse watch reviews acros our websites
Interest - Wildlife Fans (O & All time),448713,Permutive is 12643,Include,Interest,Occasional,All Time,Wildlife  content fans,We define these users as those who regularly browse Wildlife content
Interests - Curious Thinkers (R & All time),513059,Permutive is 26445,Include,Interest,Regular,All Time,Curious Thinkers Curious thinkers,"We define these users as those who regularly browse  scientific, creative or historic content"
Interests - Mary Queen of Scots (O & All time),0,Permutive is 20582,Include,Interest,Occasional,All Time,Mary Queen of Scots content fans,We define these users as those who regularly browse Mary Queen of Scots content
Interests - Photography 1P (O & All time),210579,Permutive is 33016,Include,Interest,Occasional,All Time,Photography 1P fans,We define these users as those who regularly browse Photography content
Interests - Victoria (O & All time),1420759,Permutive is 20584,Include,Interest,Occasional,All Time,Victoria content fans,We define these users as those who regularly browse Victoria content
International Travellers ,3594776,ap_x is 17285,Include,Travel,Survey,Survey,International Travellers ,We define these users as those who usually go on international holidays
January Health Kickers ,2473179,ap_x is 17299,Include,Food & Drink,Survey,Survey,January Health Kickers ,We define these users as those who are likely to consider a health kick in January
Kitchen renovation/purchase intenders,2622149,AP_x is 15394,Include,Home Renovation,Survey,Survey,Kitchen renovation/purchase intenders,We define these users as those who are likely to be in market to renovate or purchase a new kitchen
Lidl shoppers,4264710,AP_x is 17154,Include,Food & Drink,Survey,Survey,Lidl shoppers,We define these users as those who prefer shopping at Lidl
Life insurance switchers,1040567,AP_x is 16919,Include,Home,Survey,Survey,Life insurance switchers,We define these users as those who intend on switching life insurance providers
Loan intenders,1932388, AP_x is 16633,Include,Purchase intenders,Survey,Survey,Loan intenders,We define these users as those who might consider using a loan to pay for their next big purchase
Long Commuters ,1474907,ap_x is 17301,Include,Demographics - employment,Survey,Survey,Long Commuters ,We define these users as those who usually spend 60 mins. or more commuting (both ways combined)
Long Haul Travellers ,1205181,ap_x is 17211,Include,Travel,Survey,Survey,Long Haul Travellers ,We define these users as those who prefer long haul travels
Low household income,624731,AP_c is 1200,Include,Demographics - Income,Survey,Survey,Low household income,We define these users as those who have a low household income
M&S shoppers,306340, AP_x is 14214,Include,Food & Drink,Survey,Survey,M&S shoppers,We define these users as those who are likely to primarily shop at M&S
Main grocery shopper,2946461,AP_x is 13549,Include,Food & Drink,Survey,Survey,Main grocery shopper,We define these users as those who acts as the main grocery shopper in their household
Male,3881267,AP_a is 1100,Include,Demographics - gender,Survey,Survey,Male,We define these users as those who are males
Meat/dairy diet changers,2629891,AP_x is 16293,Include,Food & Drink,Survey,Survey,Meat/dairy diet changers,We define these users as those who plan to change their meat/dairy consuming habits
Medium ranged household income,144986,AP_c is 1202,Include,Demographics - Income,Survey,Survey,Medium ranged household income,We define these users as those who have a medium ranged household income
Medium tier haircare product users,1470367,AP_x is 15884,Include,Beauty,Survey,Survey,Medium tier haircare product users,We define these users as those who tend to chose medium tier products for their haircare regime
Mobile Gamers ,2326915,ap_x is 17286,Include,Interest,Survey,Survey,Mobile Gamers ,We define these users as those who enjoy online gaming
Mobile Phone Intenders,134331,ap_k is 2031,Include,Intenders,Survey,Survey,Mobile Phone Intenders,We define these users as those who intend to buy a mobile phone
Morrisons shoppers,2114806,AP_x is 14220,Include,Food & Drink,Survey,Survey,Morrisons shoppers,We define these users as those who are likely to primarily shop at Tesco
Mortgage free home owners,900242,AP_x is 15955,Include,Home,Survey,Survey,Mortgage free home owners,We define these users as those who are likely to be mortgage free home owners
Mortgage renewers - 1-2 years,2875972,AP_x is 16640,Include,Home,Survey,Survey,Mortgage renewers - 1-2 years,We define these users as those who are likely to have 1-2 years left until their mortgage renewal
Mortgage renewers - 2-3 years,3105612,AP_x is 16641,Include,Home,Survey,Survey,Mortgage renewers - 2-3 years,We define these users as those who are likely to have 2-3 years left until their mortgage renewal
Mortgage renewers - 3+ years,5925457,AP_x is 16642,Include,Home,Survey,Survey,Mortgage renewers - 3+ years,We define these users as those who are likely to have over 3+ years left until their mortgage renewal
Mortgage renewers - 3-12 months,2671643,AP_x is 16639,Include,Home,Survey,Survey,Mortgage renewers - 3-12 months,We define these users as those who are likely to have 3-12 months left until their mortgage renewal
Mortgage renewers - less than 3 months,1899825,AP_x is 16638,Include,Home,Survey,Survey,Mortgage renewers - less than 3 months,We define these users as those who are likely to have less than 3 months left until their mortgage renewal
Mountain bike owners,2225639,AP_x is 15533,Include,Sports,Survey,Survey,Mountain bike owners,We define these users as those who are likely to own a mountain bike
Musical film fans,1300021,AP_x is 15878,Include,Arts & Entertainment,Survey,Survey,Musical film fans,We define these users as those who are likely to enjoy musical films
