advertiser,campaign_name,campaign_id,category,start_date,impressions,clicks
Dacia,ORD-00289659_Direct_MGOMD_DaciaSpring_TopGear_Oct,1827785,Motoring,2024-01-01,128126,162
Dacia,ORD-00289659_Direct_MGOMD_DaciaSpring_TopGear_Oct,1827785,Motoring,2024-01-01,128124,159
Dacia,ORD-00289659_Direct_MGOMD_DaciaSpring_TopGear_Oct,1827785,Motoring,2024-01-01,128124,164
Dacia,ORD-00289659_Direct_MGOMD_DaciaSpring_TopGear_Oct,1827785,Motoring,2024-01-01,128124,81
Dacia,ORD-00289659_Direct_MGOMD_DaciaSpring_TopGear_Oct,1827785,Motoring,2024-01-01,128040,327
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,127819,1057
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,127818,1085
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,127818,531
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,127817,1016
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,127816,922
Asda,ORD-00290869 Direct - Asda_Spark_Christmas 2024,1870866,Food,2024-01-01,127776,217
Winalot,Winalot 2024_OpenMind_WPP,1647224,Pets,2024-01-01,127757,102
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,127539,24
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,127041,56
The Crown Estate,ORD-00295181_TCE FOF 25_RunningTotal_IMAud&MMA_AugSept25,2080345,Food,2025-01-01,126061,1152
Grana Padano,ORD-00290516_Grana_Padano_Xmas_GF_24,1878439,Food,2024-01-01,125010,135
Grana Padano,ORD-00290516_Grana_Padano_Xmas_GF_24,1878439,Food,2024-01-01,125008,151
Grana Padano,ORD-00290516_Grana_Padano_Xmas_GF_24,1878439,Food,2024-01-01,125007,141
Grana Padano,ORD-00290516_Grana_Padano_Xmas_GF_24,1878439,Food,2024-01-01,125004,168
Uzbekistan Food Festival,ORD-00293966_Direct_Uzbekistan_Dars Consulting_Q2,2049227,Food,2025-01-01,125003,32
River Street Events,ORD-00291522_RiverStreet_3shows_20thMarch30th August,2027374,Gardening,2025-01-01,125000,437
River Street Events,ORD-00291522_RiverStreet_3shows_20thMarch30th August,2027374,Gardening,2025-01-01,125000,95
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Supermarket,2025-01-01,123964,1441
Morrisons,ORD-00292183_Morrisons 2025 partnership_Wavemaker_Feb-Oct25,1940739,Supermarket,2025-01-01,122855,863
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,122333,864
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,120074,175
Kerrygold,ORD-00299430_Kerrygold_PHD_GF_StPatricksDay_Skin&MMA_Mar25,2280231,Food,2026-01-01,119052,854
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,117861,55
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,117860,47
Ticketmaster,ORD-00290776_Ticketmaster 2- Sold Out - Display Campaign ,1839056,Entertainment,2024-01-01,117658,78
Ticketmaster,ORD-00290776_Ticketmaster 2- Sold Out - Display Campaign ,1839056,Entertainment,2024-01-01,117648,324
Ceres Walnuts,ORD-00296270_Ceres_Walnuts_OCT2025_GF,2153785,Food,2025-01-01,117451,41
Ceres Walnuts,ORD-00296270_Ceres_Walnuts_OCT2025_GF,2153785,Food,2025-01-01,114797,35
Ruth Strauss,ORD-00285760 Ruth Strauss 2024,1700065,Health,2024-01-01,113506,149
Ruth Strauss,ORD-00285760 Ruth Strauss 2024,1700065,Health,2024-01-01,113501,256
Arla,ORD-00293208_Arla_Lurpak_Easter_25_Value,1983591,Food,2025-01-01,113384,797
Lidl,ORD-00288216_Direct_Lidl AppleandPears_sept24_LD (Correct),1761875,Supermarket,2024-01-01,113360,0
Lidl,ORD-00288216_Direct_Lidl AppleandPears_sept24_LD,1768361,Supermarket,2024-01-01,113360,0
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,113090,85
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,112811,143
Immediate Media,Amazon XCM - Eclipse Takeover. 20/11/25,2187664,Retail,2025-01-01,112399,11
Centrum,ORD-00298340/ORD-00298146/ Centrum2026Partnership_Spark,2260270,Health,2026-01-01,112123,353
Lidl,ORD-00292527_Direct_Lidl_Fresh_FebMarch25_LD,1981602,Food,2025-01-01,111368,0
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2025-01-01,111157,30
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2025-01-01,111148,48
Disney+,Moana 2 2025,1902031,Entertainment,2025-01-01,111146,1327
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2025-01-01,111134,40
The Walt Disney Company,PG_Disney_Elio_June_RON_02/06/25,2040079,Entertainment,2025-01-01,111123,873
The Walt Disney Company,PG_Disney_Elio_June_RON_02/06/25,2040079,Entertainment,2025-01-01,111116,1060
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2025-01-01,111111,71
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2025-01-01,111109,39
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,110472,4070
Live Nation,ORD-00287785_Jonas Brothers Q3 Digital,1763475,Entertainment,2024-01-01,110001,144
The Walt Disney Company,Order_PG_Disney_Zenith_Hoppers,2259041,Entertainment,2026-01-01,109802,968
Warner Brothers,ORD-00292957 Warner_MinecraftMovie_Mar-Apr,1946107,Entertainment,2025-01-01,109793,414
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1982913,Motoring,2025-01-01,109554,98
De'longi,ORD-00279632_De'longi Tier 2 Olive,1577571,Food,2024-01-01,108815,2179
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,108626,1
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,108623,9
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,108591,653
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,108587,2457
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,108586,616
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,108582,3
Quickline Broadband,Quickline Broadband_ORD-00298403&ORD-00298567,2237189,Tech,2026-01-01,108521,2811
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,107403,699
shell,ORD-00294734_Shell F1 x Top Gear 2025,2071034,On-Demand,2025-01-01,107156,111
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,106302,1502
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,106001,25
Warner Brothers,ORD-00292957 Warner_MinecraftMovie_Mar-Apr,1946107,Entertainment,2025-01-01,105857,413
Warner Hotels ,ORD-00294552_Warner Hotels_History Weekends_Sept-Nov,2105455,Travel,2025-01-01,105581,2460
Aldi,PG_Aldi Jan_Olive_GoodFood_FWO,1877174,Supermarket,2025-01-01,105560,877
De'longi,ORD-00279632_De'longi Tier 2 Olive,1577571,Food,2024-01-01,105477,877
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,105085,1959
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,105081,2082
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,105080,1723
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,105079,1891
De'Longhi,ORD-00287829_De'Longhi Manual H2 24,1785683,Food,2024-01-01,105076,1569
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,105072,1568
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,104768,265
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,104352,587
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,103974,75
Windsor Castle,ORD-00293267_Windsor Castle - June to August 2025,2094137,History,2025-01-01,103613,1866
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,103238,110
Disney+,PG_Disney_Inside Out 2 D+ Campaign Oct 24,1770302,On-Demand,2024-01-01,102949,44
The Baby Show,ORD-00292367_The Baby Show Excel London 2025,1951340,Parenting,2025-01-01,102906,528
Disney+,PG_Disney_Inside Out 2 D+ Campaign Oct 24,1770302,On-Demand,2024-01-01,102889,60
Disney+,PG_Disney_Inside Out 2 D+ Campaign Oct 24,1770302,On-Demand,2024-01-01,102862,91
Disney+,PG_Disney_Inside Out 2 D+ Campaign Oct 24,1770302,On-Demand,2024-01-01,102860,135
Disney+,PG_Disney_Inside Out 2 D+ Campaign Oct 24,1770302,On-Demand,2024-01-01,102826,91
Aldi,Aldi_Christmas_25,2175479,Supermarket,2025-01-01,102682,127
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,102616,88
Bisodol,ORD-00293989 Bisodol_ Cornerstone_ GF_ print digi,2059527,Food,2025-01-01,102585,33
Hays Travel - Jan 2025,ORD-00291728 Hays Travel_ All response_ Digital_ NCL_ 13/01,1900544,Travel,2025-01-01,102568,51
Hays Travel - Jan 2025,ORD-00291728 Hays Travel_ All response_ Digital_ NCL_ 13/01,1900544,Travel,2025-01-01,102567,82
Hays Travel,ORD-00297196 Hays Travel_ ARM_ Digital_ Nov_ princess,2177425,Travel,2025-01-01,102267,92
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,102265,17
De'longi,ORD-00279632_De'longi Tier 2 Olive,1577571,Food,2024-01-01,101462,858
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,101177,31
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,100991,1119
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,100873,25
Alpine,ORD-00293691_Direct_Alpine_MGOMD_A290_TG_April_LD,2013489,Motoring,2025-01-01,100104,84
Alpine,ORD-00293691_Direct_Alpine_MGOMD_A290_TG_April_LD,2013489,Motoring,2025-01-01,100100,165
Ristorante,ORD-00294283_Ristorante_WM_partnership_July-Sept2025,2069878,Food,2025-01-01,100098,1678
Holland & Barrett,ORD-00291348_H&B P3 Nutrition_Skins&MMA_Jan 25,1879540,Health,2025-01-01,100033,26
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,100027,487
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,100017,23
BBC Good Food,ORD-00292020_Tesco Food 3.0 - Feb Campaign. Digital,1912811,Supermarket,2025-01-01,100017,194
BBC Good Food,ORD-00292020_Tesco Food 3.0 - Feb Campaign. Digital,1912811,Supermarket,2025-01-01,100016,198
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,100012,54
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,100010,18
Playseat,ORD-00285484 Playseat_IM_TopGear_August,1731409,Gaming,2024-01-01,100006,357
Hays Travel,ORD-00297196 Hays Travel_ ARM_ Digital_ Nov_ princess,2177425,Travel,2025-01-01,100003,66
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,100002,75
Barretine Spring + Summer GW,ORD-00278706_Barretine Spring + Summer GW,1661668,Gardening,2024-01-01,100002,69
Barretine Spring + Summer GW,ORD-00278706_Barretine Spring + Summer GW,1661668,Gardening,2024-01-01,100001,29
Jaguar Landrover,ORD-00292004 Direct - AUV_JLR_H&S_Feb-April 2025,1908230,Motoring,2025-01-01,100001,39
Barretine Spring + Summer GW,ORD-00278706_Barretine Spring + Summer GW,1661668,Gardening,2024-01-01,100000,79
Nissan,ORD-00282051_Direct_MGOMD_Nissan_April_Qashqai_Q2_LD,1685416,Motoring,2024-01-01,100000,165
Barretine Spring + Summer GW,ORD-00278706_Barretine Spring + Summer GW,1661668,Gardening,2024-01-01,100000,31
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,99996,39
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,99982,56
Nissan,ORD-00282948_Direct_MGOMD_Nissan_May_Qashqai_Q2_LD,1669978,Motoring,2024-01-01,99971,203
Nissan,ORD-00282948_Direct_MGOMD_Nissan_May_Qashqai_Q2_LD,1682744,Motoring,2024-01-01,99971,203
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,97524,192
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,97139,173
Aldi,Aldi_Christmas_25,2175479,Supermarket,2025-01-01,97101,79
Regina,ORD-00294558_Regina_Summer_2025_GF_Digi,2096774,Food,2025-01-01,96717,30
Saga,ORD-00284736 Saga Holiday_Dentsu_Skin+Standard_Jul24,1664796,Travel,2024-01-01,96549,112
Pernod Ricard,ORD-00288374 _Direct_MGOMD_Pernod_Jameson_OF_Nov-Dec_LD,1821315,Alcohol,2024-01-01,96247,469
Hays Travel,ORD-00295430 Hays Travel_ All Response_ Digital_ NCL_Aug,2092709,Travel,2025-01-01,95014,49
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,95002,84
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,95002,84
Pernod Ricard,ORD-00282322_Direct_MGOMD_Pernod_AbsolutHunni_MayJune_LD,1613518,Alcohol,2024-01-01,94999,133
Pernod Ricard,ORD-00282322_Direct_MGOMD_Pernod_AbsolutHunni_Pornstar Martini,1642215,Alcohol,2024-01-01,94999,133
Regina,ORD-00294558_Regina_Summer_2025_GF_Digi,2096774,Food,2025-01-01,94788,41
Morrisons,Morrisons_W/M_JulyUpweight,2060643,Supermarket,2025-01-01,94308,386
Marti Pellow,ORD-00292425_ORD-00293305_Marti Pellow Live Nation Feb Dig 2025,1970990,Food,2025-01-01,94124,352
Marti Pellow,ORD-00292425_ORD-00293305_Marti Pellow Live Nation Feb Dig 2025,1970990,Food,2025-01-01,94077,153
Autoglym Perfect Partners,ORD-00284799 Autoglym_Perfect Partners_TG Digital_Jun/Jul 24,1661310,Motoring,2024-01-01,93761,79
Jaguar Landrover,ORD-00299648_JLR x Top Gear Awards 2025,2277898,Motoring,2026-01-01,93489,32
Jaguar Landrover,ORD-00299648_JLR x Top Gear Awards 2025,2277898,Motoring,2026-01-01,93261,82
Norwegian Seafood ,ORD-00286656_Norwegian Seafood Q3/4 2024,1770504,Food,2024-01-01,92857,114
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,92756,20
Birds Eye,ORD-00298551_Birds Eye Peas - Zenith - March - April,2277873,Food,2026-01-01,92294,2044
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,92107,126
Carte D'Or,PG_Digi_Carte D'Or_Q2,1616515,Food,2024-01-01,91808,1030
Apple,ORD-00289207 _Direct_Apple_MGOMD_RT_Disclaimers_Oct_LD,1863561,Entertainment,2024-01-01,91278,53
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,91025,52
Dacia,ORD-00295503_Direct_Dacia_MGOMD_TG_Aug_LD,2089459,Motoring,2025-01-01,88985,1779
Arla Lurpak,PG_Arla_LurpakPlant_Sept24,1789288,Food,2024-01-01,88894,887
Piccolo,ORD-00293123 Piccolo_June_2025_GF_DIGI,2030423,Food,2025-01-01,88889,124
Tom Kerridge,ORD-00281352_Cooks Britain_Tom Kerridge_TMC_GF TO_IMAud,1648697,Entertainment,2024-01-01,88884,1691
Aldi,PG_Aldi_Valentines Day Feb,1907210,Food,2025-01-01,88507,1106
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,88096,303
Jaguar Landrover,ORD-00299648_JLR x Top Gear Awards 2025,2277898,Motoring,2026-01-01,87105,34
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,87066,95
Ruth Strauss Foundation,ORD-00294982 RSF x Immediate 2025,2141293,Health,2025-01-01,86960,84
Merchant Gourmet,ORD-00291231_Merchant Gourmet_Yonder_Good Food_January 2025,1895723,Food,2025-01-01,86955,162
bet365,ORD-00298020_bet365 H1 2026,2238101,Gambling,2026-01-01,86844,98
Beko,ORD-00293616_Beko_RunningTotal_GFKitchenvalue2025,1973988,Tech,2025-01-01,86349,36
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1962013,Motoring,2025-01-01,85066,75
Brown Forman + El Jimador ,ORD-00289639 Brown Forman+El Jimador_Good Food_Christmas 2024,1812591,Alcohol,2024-01-01,84706,194
Beko,ORD-00293616_Beko_RunningTotal_GFKitchenvalue2025,1973988,Tech,2025-01-01,84621,16
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,84089,0
Aldi,ORD-00293735 & ORD-00293701_Aldi_May_2025,1995563,Supermarket,2025-01-01,84087,0
Hays Travel - Feb,ORD-00292118 Hays Travel_ All Response_ Digital_ Ambassador_ 10.2,1918289,Travel,2025-01-01,84036,62
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,84012,59
BBC Good Food,Magazine-Subscription-GF-Christmas-Issue,2230055,Food,2026-01-01,83742,113
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,83684,856
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,83642,902
The Walt Disney Company,Order_PG_Disney_Zenith_Hoppers,2259041,Entertainment,2026-01-01,83379,586
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,83349,201
Pernod Ricard,ORD-00297666_PernodRicard_Absolut&Kahlua_December2025,2195115,Alcohol,2025-01-01,83347,294
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,83344,2903
Aldi,PG_Aldi_December_Olive_GoodFood,2245377,Supermarket,2025-01-01,83343,31
Aldi,PG_Aldi_December_Olive_GoodFood,2245377,Supermarket,2025-01-01,83341,22
Tesco,ORD-00296514_Tesco Food Is Everything Oct 2025,2167250,Supermarket,2025-01-01,83336,14
Tesco,ORD-00296514_Tesco Food Is Everything Oct 2025,2167250,Supermarket,2025-01-01,83331,6
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,83303,133
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,83298,3059
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,83281,164
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,83236,2895
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,83205,139
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,82656,95
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,82637,54
Merchant Gourmet,ORD-00291231_Merchant Gourmet_Yonder_Good Food_January 2025,1895723,Food,2025-01-01,82146,163
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,81379,76
Quickline Broadband,Quickline Broadband_ORD-00298403&ORD-00298567,2237189,Tech,2026-01-01,80601,2592
Box,Box.co.uk/Norton_Digital Skin_December,2237872,Parenting,2025-01-01,80129,392
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,80083,53
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,80063,76
Sold Out,ORD-00290662_SJM Peter Kay Online,1879912,Entertainment,2024-01-01,80002,96
Nutracheck,Nutracheck,1856812,On-Demand,2024-01-01,79982,33
Abarth,ORD-00295098_Abarth_600E_Q2_+_Q3_TG,2085940,Motoring,2025-01-01,79656,809
Pernod Ricard,ORD-00297666 & ORD-00297808 _PernodRicard_Absolut&Kahlua_December2025,2206209,Alcohol,2025-01-01,79632,272
Norwegian Seafood ,ORD-00286656_Norwegian Seafood Q3/4 2024,1770504,Food,2024-01-01,79528,73
Warner Leisure,ORD-00278268 & ORD-00278274_Warner Leisure Hotels-Q4 2023 / Q1-2 2024,1510991,Travel,2024-01-01,78996,1597
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,78519,303
Lidl,ORD-00288216_Direct_Lidl AppleandPears_sept24_LD,1768361,Supermarket,2024-01-01,78296,568
Lidl,ORD-00288216_Direct_Lidl AppleandPears_sept24_LD (Correct),1761875,Supermarket,2024-01-01,78296,568
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,77621,58
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,77574,713
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,77555,665
Centrum,ORD-00298340/ORD-00298146/ Centrum2026Partnership_Spark,2260270,Health,2026-01-01,77508,322
Apple,ORD-00290658/ORD-00290661_Direct_Apple_Iphone14Pro RT_LPTO_Nov-Dec-LD,1869545,Entertainment,2024-01-01,77023,185
Transport for Wales Rail,ORD-00289657_Transport For Wales: Kids Go Free,1815657,Travel,2024-01-01,76221,71
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,75993,47
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,75981,24
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,75556,267
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,75375,44
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,75278,39
Birds Eye,ORD-00298551_Birds Eye Peas - Zenith - March - April,2277873,Food,2026-01-01,75193,330
Visit Orlando,ORD-00295890 Visit Orlando Display,2161910,Travel,2025-01-01,75049,43
Visit Orlando,ORD-00295890 Visit Orlando Display,2161910,Travel,2025-01-01,75042,18
Visit Orlando,ORD-00295890 Visit Orlando Display,2161910,Travel,2025-01-01,75037,13
Nacon,ORD-00287184 TestDriveUnlimited_IM_Gaming/TG/RT_Sept24,1830729,Gaming,2024-01-01,75007,52
Visit Orlando,ORD-00295890 Visit Orlando Display,2161910,Travel,2025-01-01,75002,32
Visit Orlando,ORD-00295890 Visit Orlando Display,2161910,Travel,2025-01-01,75000,37
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,74697,76
De'Longhi,ORD-00287830_De'Longhi_Auto_H2_24,1785826,Food,2024-01-01,74585,655
bet365,ORD-00284541_bet365 Euro 2024 Package,1685101,Gambling,2024-01-01,74527,74
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,74013,66
Nutracheck,Nutracheck,1856812,On-Demand,2024-01-01,72982,27
Grana Padano,ORD-00284396_GRANA_PADANO_GF_COMPETITION_SUMMER24,1680625,Food,2024-01-01,72920,51
Grana Padano,ORD-00284396_GRANA_PADANO_GF_COMPETITION_SUMMER24,1680625,Food,2024-01-01,72920,21
Cupra,ORD-00292435 & ORD-00292441_Cupra_PHD_Formentor&BornCampaign_24-25,1945352,Motoring,2025-01-01,72872,131
National Geographic,PG_Nat Geo_Zenith_David Blaine_24/03/25,1943612,Entertainment,2025-01-01,72800,225
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,72649,162
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,72518,529
Warner Leisure,ORD-00278268 & ORD-00278274_Warner Leisure Hotels-Q4 2023 / Q1-2 2024,1510991,Travel,2024-01-01,72238,536
Aldi,Aldi_Sept & Oct_Olive_GoodFood_Specially Selected,2108083,Supermarket,2025-01-01,71833,812
Lidl,ORD-00290345_Direct_Lidl_OMD_Christmas_24_LD,1876516,Supermarket,2024-01-01,71519,691
Diageo,ORD-00282260_ Diageo_Cocktail Widget_PHD_MarJun24,1604691,Alcohol,2024-01-01,71477,22
Apple,ORD-00299603 _Direct_Apple_Marcom_ RT_March26,2288746,Entertainment,2026-01-01,71436,544
Bloomsbury - Poppy Cooks,ORD-00287812_PoppyCooks_TMC_IMAud_GF OL_Aug24,1784624,Entertainment,2024-01-01,71432,38
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,71427,971
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,71425,945
Bloomsbury - Poppy Cooks,ORD-00287812_PoppyCooks_TMC_IMAud_GF OL_Aug24,1784624,Entertainment,2024-01-01,71425,49
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,71425,1008
Toyota,PG_Toyota - Summer EV Range campaign 2024,1642790,Motoring,2024-01-01,71422,714
Apple,ORD-00299603 _Direct_Apple_Marcom_ RT_March26,2288746,Entertainment,2026-01-01,71415,994
Apple,ORD-00299603 _Direct_Apple_Marcom_ RT_March26,2288746,Entertainment,2026-01-01,71372,580
Renault,ORD-00296433_Renault_MGOMD_Renault 4_September-October25,2162513,Motoring,2025-01-01,71244,41
